Calendar_Year,County_Order_Number,County_Name,Jurisdiction,Function_Class,Function_Class_Description,Thru_Lane_Surface,Is_Paved,Truck_Route_Description,Is_FGTS,Is_CFGS,Total_Lane_Miles,Total_Centerline_Miles
2020,1,Adams,5,7,Rural Major Collector,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,62.454,30.444
2020,1,Adams,5,7,Rural Major Collector,ACP,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.094,0.047
2020,1,Adams,5,7,Rural Major Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,0.96,0.48
2020,1,Adams,5,7,Rural Major Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,137.691,70.695
2020,1,Adams,5,7,Rural Major Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,174.35,88.3
2020,1,Adams,5,7,Rural Major Collector,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,114.74,57.37
2020,1,Adams,5,7,Rural Major Collector,GRV,FALSE,Non Truck Route,FALSE,FALSE,19.81,10.1
2020,1,Adams,5,7,Rural Major Collector,GRV,FALSE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,5.372,2.686
2020,1,Adams,5,7,Rural Major Collector,GRV,FALSE,"T4 - 100,000 to 300,000",TRUE,TRUE,6.08,3.04
2020,1,Adams,5,7,Rural Major Collector,GRV,FALSE,"T5 - 20,000 in 60 days",TRUE,TRUE,18.1,9.05
2020,1,Adams,5,7,Rural Major Collector,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,19.816,9.848
2020,1,Adams,5,7,Rural Major Collector,HMA,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,7.76,3.88
2020,1,Adams,5,8,Rural Minor Collector,ACP,TRUE,Non Truck Route,FALSE,FALSE,1,0.5
2020,1,Adams,5,8,Rural Minor Collector,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.52,0.26
2020,1,Adams,5,8,Rural Minor Collector,ACP,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.06,0.06
2020,1,Adams,5,8,Rural Minor Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,128.11,64.41
2020,1,Adams,5,8,Rural Minor Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,48.722,26.871
2020,1,Adams,5,8,Rural Minor Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,189.558,98.774
2020,1,Adams,5,8,Rural Minor Collector,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,174.075,88.575
2020,1,Adams,5,8,Rural Minor Collector,GRV,FALSE,Non Truck Route,FALSE,FALSE,116.37,60.99
2020,1,Adams,5,8,Rural Minor Collector,GRV,FALSE,"T4 - 100,000 to 300,000",TRUE,TRUE,13.5,7.69
2020,1,Adams,5,8,Rural Minor Collector,GRV,FALSE,"T5 - 20,000 in 60 days",TRUE,TRUE,49.07,25.69
2020,1,Adams,5,8,Rural Minor Collector,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,6.98,3.49
2020,1,Adams,5,8,Rural Minor Collector,HMA,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,2.6,1.3
2020,1,Adams,5,8,Rural Minor Collector,HMA,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,0.4,0.2
2020,1,Adams,5,9,Rural Local Access,ACP,TRUE,Non Truck Route,FALSE,FALSE,3.196,1.598
2020,1,Adams,5,9,Rural Local Access,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.456,0.228
2020,1,Adams,5,9,Rural Local Access,ACP,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,1.8,0.9
2020,1,Adams,5,9,Rural Local Access,BST,TRUE,Non Truck Route,FALSE,FALSE,103.298,52.799
2020,1,Adams,5,9,Rural Local Access,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,2.64,1.32
2020,1,Adams,5,9,Rural Local Access,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,21.26,11.04
2020,1,Adams,5,9,Rural Local Access,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,41.634,20.817
2020,1,Adams,5,9,Rural Local Access,GRD,FALSE,Non Truck Route,FALSE,FALSE,19.68,10.09
2020,1,Adams,5,9,Rural Local Access,GRD,FALSE,"T5 - 20,000 in 60 days",TRUE,TRUE,2.06,1.03
2020,1,Adams,5,9,Rural Local Access,GRV,FALSE,Non Truck Route,FALSE,FALSE,1703.463,860.066
2020,1,Adams,5,9,Rural Local Access,GRV,FALSE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.74,0.37
2020,1,Adams,5,9,Rural Local Access,GRV,FALSE,"T4 - 100,000 to 300,000",TRUE,TRUE,13.95,6.975
2020,1,Adams,5,9,Rural Local Access,GRV,FALSE,"T5 - 20,000 in 60 days",TRUE,TRUE,159.706,86.533
2020,1,Adams,5,9,Rural Local Access,HMA,TRUE,Non Truck Route,FALSE,FALSE,0.98,0.49
2020,1,Adams,5,9,Rural Local Access,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,4,2
2020,1,Adams,5,9,Rural Local Access,UNI,FALSE,Non Truck Route,FALSE,FALSE,67.396,34.996
2020,1,Adams,5,16,Urban Minor Arterial,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.012,0.006
2020,1,Adams,5,17,Urban Major Collector,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,2.19,0.98
2020,1,Adams,5,17,Urban Major Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,2.032,1.016
2020,1,Adams,5,17,Urban Major Collector,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,1.484,0.742
2020,1,Adams,5,18,Urban Minor Collector,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,1.964,0.982
2020,1,Adams,5,19,Urban Local Access,ACP,TRUE,Non Truck Route,FALSE,FALSE,0.52,0.26
2020,1,Adams,5,19,Urban Local Access,BST,TRUE,Non Truck Route,FALSE,FALSE,16.018,8.009
2020,1,Adams,5,19,Urban Local Access,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,4.2,2.1
2020,1,Adams,5,19,Urban Local Access,GRV,FALSE,Non Truck Route,FALSE,FALSE,0.77,0.42
2020,2,Asotin,5,6,Rural Minor Arterial,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.94,0.47
2020,2,Asotin,5,7,Rural Major Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,42.56,21.28
2020,2,Asotin,5,7,Rural Major Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,35.994,17.997
2020,2,Asotin,5,7,Rural Major Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,21.26,10.63
2020,2,Asotin,5,7,Rural Major Collector,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,31.84,15.92
2020,2,Asotin,5,7,Rural Major Collector,BST,TRUE,"T6 - Over 100,000 but not every year",FALSE,TRUE,12.04,6.02
2020,2,Asotin,5,7,Rural Major Collector,GRD,FALSE,Non Truck Route,FALSE,FALSE,8.68,4.34
2020,2,Asotin,5,7,Rural Major Collector,GRV,FALSE,Non Truck Route,FALSE,FALSE,48.12,24.06
2020,2,Asotin,5,7,Rural Major Collector,GRV,FALSE,"T4 - 100,000 to 300,000",TRUE,TRUE,8.66,4.33
2020,2,Asotin,5,7,Rural Major Collector,GRV,FALSE,"T5 - 20,000 in 60 days",TRUE,TRUE,3.76,1.88
2020,2,Asotin,5,7,Rural Major Collector,GRV,FALSE,"T6 - Over 100,000 but not every year",FALSE,TRUE,16.64,8.32
2020,2,Asotin,5,7,Rural Major Collector,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.616,0.308
2020,2,Asotin,5,8,Rural Minor Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,14.6,7.3
2020,2,Asotin,5,8,Rural Minor Collector,GRD,FALSE,Non Truck Route,FALSE,FALSE,2.02,1.01
2020,2,Asotin,5,8,Rural Minor Collector,GRV,FALSE,Non Truck Route,FALSE,FALSE,56.42,28.21
2020,2,Asotin,5,9,Rural Local Access,ACP,TRUE,Non Truck Route,FALSE,FALSE,1.55,0.775
2020,2,Asotin,5,9,Rural Local Access,BST,TRUE,Non Truck Route,FALSE,FALSE,15.016,7.508
2020,2,Asotin,5,9,Rural Local Access,GRD,FALSE,Non Truck Route,FALSE,FALSE,89.82,44.91
2020,2,Asotin,5,9,Rural Local Access,GRV,FALSE,Non Truck Route,FALSE,FALSE,222.284,111.142
2020,2,Asotin,5,9,Rural Local Access,HMA,TRUE,Non Truck Route,FALSE,FALSE,1.272,0.636
2020,2,Asotin,5,9,Rural Local Access,UNI,FALSE,Non Truck Route,FALSE,FALSE,1.31,1.31
2020,2,Asotin,5,14,Urban Principal Arterial; other,ACP,TRUE,Non Truck Route,FALSE,FALSE,0.201,0.201
2020,2,Asotin,5,14,Urban Principal Arterial; other,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,3.978,1.326
2020,2,Asotin,5,14,Urban Principal Arterial; other,BST,TRUE,Non Truck Route,FALSE,FALSE,0.636,0.636
2020,2,Asotin,5,14,Urban Principal Arterial; other,BST,TRUE,"T2 - 4,000,000 to 10,000,000",TRUE,TRUE,0.6,0.15
2020,2,Asotin,5,14,Urban Principal Arterial; other,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,5.14,1.285
2020,2,Asotin,5,14,Urban Principal Arterial; other,HMA,TRUE,Non Truck Route,FALSE,FALSE,0.386,0.386
2020,2,Asotin,5,16,Urban Minor Arterial,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.992,0.394
2020,2,Asotin,5,16,Urban Minor Arterial,BST,TRUE,Non Truck Route,FALSE,FALSE,5.14,2.57
2020,2,Asotin,5,16,Urban Minor Arterial,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,8.28,3.62
2020,2,Asotin,5,16,Urban Minor Arterial,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,5.34,2.67
2020,2,Asotin,5,16,Urban Minor Arterial,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,2.49,0.83
2020,2,Asotin,5,17,Urban Major Collector,ACP,TRUE,Non Truck Route,FALSE,FALSE,0.138,0.069
2020,2,Asotin,5,17,Urban Major Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,8.016,4.008
2020,2,Asotin,5,17,Urban Major Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,1.82,0.91
2020,2,Asotin,5,17,Urban Major Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,2.88,1.44
2020,2,Asotin,5,19,Urban Local Access,ACP,TRUE,Non Truck Route,FALSE,FALSE,9.862,4.931
2020,2,Asotin,5,19,Urban Local Access,BST,TRUE,Non Truck Route,FALSE,FALSE,106.979,53.464
2020,2,Asotin,5,19,Urban Local Access,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.58,0.29
2020,2,Asotin,5,19,Urban Local Access,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.636,0.318
2020,2,Asotin,5,19,Urban Local Access,GRV,FALSE,Non Truck Route,FALSE,FALSE,0.8,0.4
2020,3,Benton,5,7,Rural Major Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,153.564,76.782
2020,3,Benton,5,7,Rural Major Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,16.248,8.124
2020,3,Benton,5,7,Rural Major Collector,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,4.976,2.488
2020,3,Benton,5,8,Rural Minor Collector,ACP,TRUE,Non Truck Route,FALSE,FALSE,0.142,0.071
2020,3,Benton,5,8,Rural Minor Collector,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,4.59,2.295
2020,3,Benton,5,8,Rural Minor Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,26.064,13.032
2020,3,Benton,5,8,Rural Minor Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,197.826,98.913
2020,3,Benton,5,8,Rural Minor Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,72.03,36.015
2020,3,Benton,5,8,Rural Minor Collector,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,6.2,3.1
2020,3,Benton,5,8,Rural Minor Collector,GRV,FALSE,Non Truck Route,FALSE,FALSE,27.248,13.624
2020,3,Benton,5,8,Rural Minor Collector,GRV,FALSE,"T4 - 100,000 to 300,000",TRUE,TRUE,36.516,18.258
2020,3,Benton,5,8,Rural Minor Collector,GRV,FALSE,"T5 - 20,000 in 60 days",TRUE,TRUE,18.85,9.425
2020,3,Benton,5,8,Rural Minor Collector,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.814,0.407
2020,3,Benton,5,8,Rural Minor Collector,HMA,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,6.424,3.212
2020,3,Benton,5,8,Rural Minor Collector,HMA,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,7.998,3.999
2020,3,Benton,5,9,Rural Local Access,ACP,TRUE,Non Truck Route,FALSE,FALSE,9.694,4.847
2020,3,Benton,5,9,Rural Local Access,BST,TRUE,Non Truck Route,FALSE,FALSE,244.76,122.38
2020,3,Benton,5,9,Rural Local Access,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,33.946,16.973
2020,3,Benton,5,9,Rural Local Access,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,75.782,37.891
2020,3,Benton,5,9,Rural Local Access,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,11.756,5.878
2020,3,Benton,5,9,Rural Local Access,GRD,FALSE,Non Truck Route,FALSE,FALSE,10.546,5.273
2020,3,Benton,5,9,Rural Local Access,GRV,FALSE,Non Truck Route,FALSE,FALSE,363.078,181.539
2020,3,Benton,5,9,Rural Local Access,GRV,FALSE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.998,0.499
2020,3,Benton,5,9,Rural Local Access,GRV,FALSE,"T4 - 100,000 to 300,000",TRUE,TRUE,5.098,2.549
2020,3,Benton,5,9,Rural Local Access,GRV,FALSE,"T5 - 20,000 in 60 days",TRUE,TRUE,16.992,8.496
2020,3,Benton,5,9,Rural Local Access,HMA,TRUE,Non Truck Route,FALSE,FALSE,2.332,1.166
2020,3,Benton,5,9,Rural Local Access,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,1.734,0.867
2020,3,Benton,5,9,Rural Local Access,PCC,TRUE,Non Truck Route,FALSE,FALSE,0.31,0.155
2020,3,Benton,5,9,Rural Local Access,UNI,FALSE,Non Truck Route,FALSE,FALSE,9.122,4.561
2020,3,Benton,5,9,Rural Local Access,UNI,FALSE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.006,0.003
2020,3,Benton,5,14,Urban Principal Arterial; other,BST,TRUE,Non Truck Route,FALSE,FALSE,1.218,0.609
2020,3,Benton,5,16,Urban Minor Arterial,BST,TRUE,Non Truck Route,FALSE,FALSE,5.806,2.903
2020,3,Benton,5,16,Urban Minor Arterial,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.92,0.46
2020,3,Benton,5,17,Urban Major Collector,ACP,TRUE,Non Truck Route,FALSE,FALSE,0.008,0.004
2020,3,Benton,5,17,Urban Major Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,10.374,5.187
2020,3,Benton,5,17,Urban Major Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,66.416,33.208
2020,3,Benton,5,17,Urban Major Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,5.056,2.528
2020,3,Benton,5,17,Urban Major Collector,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,3.164,1.582
2020,3,Benton,5,17,Urban Major Collector,HMA,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.144,0.072
2020,3,Benton,5,17,Urban Major Collector,PCC,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.38,0.19
2020,3,Benton,5,18,Urban Minor Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,6.23,3.115
2020,3,Benton,5,18,Urban Minor Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,4.822,2.411
2020,3,Benton,5,19,Urban Local Access,ACP,TRUE,Non Truck Route,FALSE,FALSE,20.548,10.274
2020,3,Benton,5,19,Urban Local Access,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,3.936,1.968
2020,3,Benton,5,19,Urban Local Access,BST,TRUE,Non Truck Route,FALSE,FALSE,169.123,84.442
2020,3,Benton,5,19,Urban Local Access,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,37.626,18.813
2020,3,Benton,5,19,Urban Local Access,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,4.964,2.482
2020,3,Benton,5,19,Urban Local Access,GRD,FALSE,Non Truck Route,FALSE,FALSE,0.028,0.014
2020,3,Benton,5,19,Urban Local Access,GRV,FALSE,Non Truck Route,FALSE,FALSE,4.442,2.221
2020,3,Benton,5,19,Urban Local Access,HMA,TRUE,Non Truck Route,FALSE,FALSE,13.065,6.395
2020,3,Benton,5,19,Urban Local Access,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,1.864,0.932
2020,3,Benton,5,19,Urban Local Access,PCC,TRUE,Non Truck Route,FALSE,FALSE,0.1,0.05
2020,4,Chelan,5,6,Rural Minor Arterial,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,6.65,3.325
2020,4,Chelan,5,6,Rural Minor Arterial,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,34.175,17.015
2020,4,Chelan,5,6,Rural Minor Arterial,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,4.04,1.95
2020,4,Chelan,5,7,Rural Major Collector,ACP,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.06,0.03
2020,4,Chelan,5,7,Rural Major Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,38.71,19.355
2020,4,Chelan,5,7,Rural Major Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,28.65,14.325
2020,4,Chelan,5,7,Rural Major Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,109.63,54.815
2020,4,Chelan,5,7,Rural Major Collector,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,7.92,3.96
2020,4,Chelan,5,7,Rural Major Collector,HMA,TRUE,Non Truck Route,FALSE,FALSE,3.28,1.16
2020,4,Chelan,5,7,Rural Major Collector,HMA,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,17.88,8.94
2020,4,Chelan,5,7,Rural Major Collector,HMA,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,5.02,2.51
2020,4,Chelan,5,7,Rural Major Collector,PCC,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,0.16,0.08
2020,4,Chelan,5,7,Rural Major Collector,PCC,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.56,0.28
2020,4,Chelan,5,8,Rural Minor Collector,ACP,TRUE,Non Truck Route,FALSE,FALSE,4.3,2.15
2020,4,Chelan,5,8,Rural Minor Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,86.32,43.16
2020,4,Chelan,5,8,Rural Minor Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,43.38,21.69
2020,4,Chelan,5,8,Rural Minor Collector,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,25.66,12.83
2020,4,Chelan,5,8,Rural Minor Collector,GRD,FALSE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.56,0.28
2020,4,Chelan,5,8,Rural Minor Collector,HMA,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,2.68,1.34
2020,4,Chelan,5,8,Rural Minor Collector,PCC,TRUE,Non Truck Route,FALSE,FALSE,0.82,0.41
2020,4,Chelan,5,8,Rural Minor Collector,PCC,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.54,0.27
2020,4,Chelan,5,9,Rural Local Access,ACP,TRUE,Non Truck Route,FALSE,FALSE,17.38,8.725
2020,4,Chelan,5,9,Rural Local Access,ACP,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.4,0.1
2020,4,Chelan,5,9,Rural Local Access,ACP,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,0.04,0.02
2020,4,Chelan,5,9,Rural Local Access,BST,TRUE,Non Truck Route,FALSE,FALSE,389.93,195.14
2020,4,Chelan,5,9,Rural Local Access,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,13.61,6.805
2020,4,Chelan,5,9,Rural Local Access,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,26.12,13.06
2020,4,Chelan,5,9,Rural Local Access,GRD,FALSE,Non Truck Route,FALSE,FALSE,76.52,38.785
2020,4,Chelan,5,9,Rural Local Access,GRV,FALSE,Non Truck Route,FALSE,FALSE,111.03,57.175
2020,4,Chelan,5,9,Rural Local Access,HMA,TRUE,Non Truck Route,FALSE,FALSE,21.09,10.545
2020,4,Chelan,5,9,Rural Local Access,HMA,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,0.5,0.25
2020,4,Chelan,5,9,Rural Local Access,PCC,TRUE,Non Truck Route,FALSE,FALSE,1.66,0.83
2020,4,Chelan,5,9,Rural Local Access,UNI,FALSE,Non Truck Route,FALSE,FALSE,39.15,26.13
2020,4,Chelan,5,16,Urban Minor Arterial,ACP,TRUE,Non Truck Route,FALSE,FALSE,0.16,0.08
2020,4,Chelan,5,16,Urban Minor Arterial,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,1.54,0.77
2020,4,Chelan,5,16,Urban Minor Arterial,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,9.28,4.45
2020,4,Chelan,5,16,Urban Minor Arterial,HMA,TRUE,Non Truck Route,FALSE,FALSE,0.18,0.09
2020,4,Chelan,5,17,Urban Major Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,9.76,4.88
2020,4,Chelan,5,17,Urban Major Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,10.38,4.555
2020,4,Chelan,5,17,Urban Major Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,10.98,5.205
2020,4,Chelan,5,17,Urban Major Collector,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,4.2,2.1
2020,4,Chelan,5,17,Urban Major Collector,HMA,TRUE,Non Truck Route,FALSE,FALSE,0.06,0.03
2020,4,Chelan,5,17,Urban Major Collector,HMA,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,2.26,0.93
2020,4,Chelan,5,17,Urban Major Collector,HMA,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,1.96,0.98
2020,4,Chelan,5,17,Urban Major Collector,PCC,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.18,0.09
2020,4,Chelan,5,18,Urban Minor Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,2.72,1.36
2020,4,Chelan,5,18,Urban Minor Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.63,0.36
2020,4,Chelan,5,18,Urban Minor Collector,HMA,TRUE,Non Truck Route,FALSE,FALSE,0.06,0.03
2020,4,Chelan,5,19,Urban Local Access,ACP,TRUE,Non Truck Route,FALSE,FALSE,7.35,3.675
2020,4,Chelan,5,19,Urban Local Access,BST,TRUE,Non Truck Route,FALSE,FALSE,76.53,38.285
2020,4,Chelan,5,19,Urban Local Access,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,1,0.5
2020,4,Chelan,5,19,Urban Local Access,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,3.67,1.835
2020,4,Chelan,5,19,Urban Local Access,GRD,FALSE,Non Truck Route,FALSE,FALSE,0.49,0.245
2020,4,Chelan,5,19,Urban Local Access,GRV,FALSE,Non Truck Route,FALSE,FALSE,1.39,0.71
2020,4,Chelan,5,19,Urban Local Access,HMA,TRUE,Non Truck Route,FALSE,FALSE,17.5,8.75
2020,4,Chelan,5,19,Urban Local Access,HMA,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,0.22,0.11
2020,4,Chelan,5,19,Urban Local Access,HMA,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,0.05,0.025
2020,5,Clallam,5,7,Rural Major Collector,ACP,TRUE,Non Truck Route,FALSE,FALSE,17.48,8.74
2020,5,Clallam,5,7,Rural Major Collector,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,28.18,14.09
2020,5,Clallam,5,7,Rural Major Collector,ACP,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,8.68,4.34
2020,5,Clallam,5,7,Rural Major Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,6.4,3.2
2020,5,Clallam,5,7,Rural Major Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,43.5,21.75
2020,5,Clallam,5,7,Rural Major Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,18.16,9.08
2020,5,Clallam,5,8,Rural Minor Collector,ACP,TRUE,Non Truck Route,FALSE,FALSE,11.8,5.9
2020,5,Clallam,5,8,Rural Minor Collector,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,6.5,3.25
2020,5,Clallam,5,8,Rural Minor Collector,ACP,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,3.6,1.8
2020,5,Clallam,5,8,Rural Minor Collector,ACP,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,0.54,0.27
2020,5,Clallam,5,8,Rural Minor Collector,BST,TRUE,Non Truck Route,FALSE,FALSE,30.24,15.12
2020,5,Clallam,5,8,Rural Minor Collector,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,33.94,16.97
2020,5,Clallam,5,8,Rural Minor Collector,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,29.18,14.59
2020,5,Clallam,5,8,Rural Minor Collector,BST,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,3.38,1.69
2020,5,Clallam,5,9,Rural Local Access,ACP,TRUE,Non Truck Route,FALSE,FALSE,60.19,30.64
2020,5,Clallam,5,9,Rural Local Access,ACP,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,3.6,1.8
2020,5,Clallam,5,9,Rural Local Access,ACP,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,9.78,4.89
2020,5,Clallam,5,9,Rural Local Access,ACP,TRUE,"T5 - 20,000 in 60 days",TRUE,TRUE,0.08,0.04
2020,5,Clallam,5,9,Rural Local Access,BST,TRUE,Non Truck Route,FALSE,FALSE,377.61,191.39
2020,5,Clallam,5,9,Rural Local Access,BST,TRUE,"T3 - 300,000 to 4,000,000",TRUE,TRUE,18.62,9.31
2020,5,Clallam,5,9,Rural Local Access,BST,TRUE,"T4 - 100,000 to 300,000",TRUE,TRUE,43.44,21.72
